State,Crop,cropSeason,Year,Yield,lai_lv,uvb,t2m_C,windSpeed,relativeHumidity,wbi,rsm,swvl3,tp,cvl
West Bengal,Maize,Kharif,2020-2021,6702,1.793864705,1819946.581,29.00168327,1.752286422,95.72282581,0.008413114,0.739756271,536.571294,13.52292617,0
Rajasthan,Maize,Kharif,2020-2021,2281,1.083038448,2228813.59,30.80673211,1.89253267,88.15709483,0.007996939,0.497320372,1084.338801,12.66785884,1
Bihar,Maize,Kharif,2020-2021,3427,1.683664756,1770280.775,28.78830991,1.202238714,95.15688122,0.008511644,0.859880312,399.1766804,10.40006941,1
Andhra Pradesh,Maize,Kharif,2020-2021,6438,1.311785679,1906719.628,27.86511358,3.13281777,94.36268647,0.008797627,0.45021576,1099.49299,37.78597259,0
Uttar Pradesh,Maize,Kharif,2020-2021,2331,1.585755773,2041307.402,24.03739511,0.945178642,93.23328644,0.007302437,0.627140025,1375.235414,24.82484627,1
Madhya Pradesh,Gram,Rabi,2020-2021,1488,1.771716096,2031002.337,22.65858879,0.879689377,88.51371432,0.0050075,0.781863418,2042.256745,5.282953622,1
Maharashtra,Gram,Rabi,2020-2021,1105,1.720093079,2102607.452,25.75802225,1.322672463,89.12994902,0.005650568,0.728131583,1992.093391,7.992407576,0
Rajasthan,Gram,Rabi,2020-2021,1099,1.025645005,2014533.844,21.52897842,1.192149001,86.37492086,0.004801889,0.504876875,1516.565479,3.906155645,1
Gujarat,Gram,Rabi,2020-2021,1568,1.023354532,2177664.407,24.8718464,2.329186715,87.41226431,0.004124747,0.503006163,711.465952,1.010445715,0
Uttar Pradesh,Gram,Rabi,2020-2021,1376,1.46489648,1981124.701,14.08662695,0.803107981,90.9353416,0.004041859,0.628188803,1801.948382,7.798919677,1
Andhra Pradesh,Gram,Rabi,2020-2021,1135,1.254049951,2156495.849,26.37314143,2.217526927,91.59375648,0.004593793,0.42661392,1310.506786,11.64821911,0
Karnataka,Gram,Rabi,2020-2021,700,1.428698648,2213716.89,26.10702241,1.511201368,89.393565,0.006199102,0.621793093,990.02357,6.431982818,0
Jharkhand,Gram,Rabi,2020-2021,1257,1.966128546,1911876.882,21.83909424,0.856934093,91.79326015,0.005269489,0.760780008,471.2925857,3.392629706,0.5137274
Chhattisgarh,Gram,Rabi,2020-2021,887,2.294202975,1996434.427,22.98909711,0.740684806,90.2651537,0.005078373,0.756233195,759.0713521,4.059421963,0.035402536
Maharashtra,Arhar,Kharif,2020-2021,1035,1.8058334,1733783.672,27.08530434,2.30287057,94.58336616,0.009600504,0.759256908,1639.293016,39.96803848,0
Karnataka,Arhar,Kharif,2020-2021,759,1.459262525,1760933.477,25.64998381,2.868701357,94.93988911,0.009376542,0.685334316,830.3189725,21.90850513,0
Uttar Pradesh,Arhar,Kharif,2020-2021,988,1.585755773,2041307.402,24.03739511,0.945178642,93.23328644,0.007302437,0.627140025,1375.235414,24.82484627,1
Jharkhand,Arhar,Kharif,2020-2021,1138,2.15070056,1819628.965,28.01747946,1.081264208,95.45972946,0.00851647,0.811017472,428.488095,9.267532199,0.5137274
Madhya Pradesh,Arhar,Kharif,2020-2021,1134,1.894649546,1858348.046,28.17378932,1.585547408,92.94721198,0.008724507,0.766552131,1610.440432,28.91747073,1
Gujarat,Arhar,Kharif,2020-2021,1104,1.072244879,1990919.546,29.24744317,3.228022366,93.23477862,0.008065167,0.509963341,531.1887773,13.4019826,0
Odisha,Arhar,Kharif,2020-2021,953,1.693181672,1840775.581,28.00469708,2.730507386,95.57562323,0.009145995,0.527335874,538.2582302,20.12860448,0
Madhya Pradesh,Masur,Rabi,2020-2021,1139,1.771716096,2031002.337,22.65858879,0.879689377,88.51371432,0.0050075,0.781863418,2042.256745,5.282953622,1
Uttar Pradesh,Masur,Rabi,2020-2021,988,1.46489648,1981124.701,14.08662695,0.803107981,90.9353416,0.004041859,0.628188803,1801.948382,7.798919677,1
West Bengal,Masur,Rabi,2020-2021,855,1.654442428,1877993.181,22.63667598,1.088378352,92.93634239,0.004782089,0.695483342,595.3314973,4.728946204,0
Bihar,Masur,Rabi,2020-2021,868,1.521283251,1863790.148,21.30583354,0.8597034,91.92913081,0.004303201,0.815464444,425.6839232,2.091591998,1
Jharkhand,Masur,Rabi,2020-2021,886,1.966128546,1911876.882,21.83909424,0.856934093,91.79326015,0.005269489,0.760780008,471.2925857,3.392629706,0.5137274
Gujarat,Groundnut,Kharif,2020-2021,1908,1.072244879,1990919.546,29.24744317,3.228022366,93.23477862,0.008065167,0.509963341,531.1887773,13.4019826,0
Rajasthan,Groundnut,Kharif,2020-2021,2256,1.083038448,2228813.59,30.80673211,1.89253267,88.15709483,0.007996939,0.497320372,1084.338801,12.66785884,1
Tamilnadu,Groundnut,Kharif,2020-2021,2310,1.380752693,2186943.238,27.59497939,3.346421288,93.50861459,0.007037694,0.388647985,298.8963576,7.097396457,0
Andhra Pradesh,Groundnut,Kharif,2020-2021,894,1.311785679,1906719.628,27.86511358,3.13281777,94.36268647,0.008797627,0.45021576,1099.49299,37.78597259,0
Karnataka,Groundnut,Kharif,2020-2021,966,1.459262525,1760933.477,25.64998381,2.868701357,94.93988911,0.009376542,0.685334316,830.3189725,21.90850513,0
Madhya Pradesh,Groundnut,Kharif,2020-2021,1569,1.894649546,1858348.046,28.17378932,1.585547408,92.94721198,0.008724507,0.766552131,1610.440432,28.91747073,1
Maharashtra,Groundnut,Kharif,2020-2021,1294,1.8058334,1733783.672,27.08530434,2.30287057,94.58336616,0.009600504,0.759256908,1639.293016,39.96803848,0
Rajasthan,Mustard,Rabi,2020-2021,1659,1.025645005,2014533.844,21.52897842,1.192149001,86.37492086,0.004801889,0.504876875,1516.565479,3.906155645,1
Madhya Pradesh,Mustard,Rabi,2020-2021,1713,1.771716096,2031002.337,22.65858879,0.879689377,88.51371432,0.0050075,0.781863418,2042.256745,5.282953622,1
Haryana,Mustard,Rabi,2020-2021,2027,1.28767015,1853531.297,19.36238064,0.906793552,90.28989899,0.005027745,0.521619798,210.3999183,1.151364706,1
Uttar Pradesh,Mustard,Rabi,2020-2021,1412,1.46489648,1981124.701,14.08662695,0.803107981,90.9353416,0.004041859,0.628188803,1801.948382,7.798919677,1
West Bengal,Mustard,Rabi,2020-2021,1215,1.654442428,1877993.181,22.63667598,1.088378352,92.93634239,0.004782089,0.695483342,595.3314973,4.728946204,0
Gujarat,Mustard,Rabi,2020-2021,1976,1.023354532,2177664.407,24.8718464,2.329186715,87.41226431,0.004124747,0.503006163,711.465952,1.010445715,0
Jharkhand,Mustard,Rabi,2020-2021,823,1.966128546,1911876.882,21.83909424,0.856934093,91.79326015,0.005269489,0.760780008,471.2925857,3.392629706,0.5137274
Assam,Mustard,Rabi,2020-2021,633,1.944253566,1724776.687,16.93600036,0.491950412,94.12869761,0.003645869,0.833627329,1114.725936,9.071642187,0
Maharashtra,Soyabean,Kharif,2020-2021,1423,1.8058334,1733783.672,27.08530434,2.30287057,94.58336616,0.009600504,0.759256908,1639.293016,39.96803848,0
Madhya Pradesh,Soyabean,Kharif,2020-2021,710,1.894649546,1858348.046,28.17378932,1.585547408,92.94721198,0.008724507,0.766552131,1610.440432,28.91747073,1
Rajasthan,Soyabean,Kharif,2020-2021,969,1.083038448,2228813.59,30.80673211,1.89253267,88.15709483,0.007996939,0.497320372,1084.338801,12.66785884,1
Karnataka,Soyabean,Kharif,2020-2021,1212,1.459262525,1760933.477,25.64998381,2.868701357,94.93988911,0.009376542,0.685334316,830.3189725,21.90850513,0
Gujarat,Soyabean,Kharif,2020-2021,1361,1.072244879,1990919.546,29.24744317,3.228022366,93.23477862,0.008065167,0.509963341,531.1887773,13.4019826,0
Karnataka,Sunflower,Kharif,2020-2021,883,1.459262525,1760933.477,25.64998381,2.868701357,94.93988911,0.009376542,0.685334316,830.3189725,21.90850513,0
Haryana,Sunflower,Kharif,2020-2021,1920,1.331476375,2234946.603,29.99446392,0.967502567,89.47584707,0.007971928,0.500871212,143.2201924,1.670234962,1
Odisha,Sunflower,Kharif,2020-2021,1218,1.693181672,1840775.581,28.00469708,2.730507386,95.57562323,0.009145995,0.527335874,538.2582302,20.12860448,0
Maharashtra,Sunflower,Kharif,2020-2021,570,1.8058334,1733783.672,27.08530434,2.30287057,94.58336616,0.009600504,0.759256908,1639.293016,39.96803848,0
Bihar,Sunflower,Kharif,2020-2021,1433,1.683664756,1770280.775,28.78830991,1.202238714,95.15688122,0.008511644,0.859880312,399.1766804,10.40006941,1
Maharashtra,Cotton,Kharif,2020-2021,380,1.8058334,1733783.672,27.08530434,2.30287057,94.58336616,0.009600504,0.759256908,1639.293016,39.96803848,0
Gujarat,Cotton,Kharif,2020-2021,544,1.072244879,1990919.546,29.24744317,3.228022366,93.23477862,0.008065167,0.509963341,531.1887773,13.4019826,0
Rajasthan,Cotton,Kharif,2020-2021,675,1.083038448,2228813.59,30.80673211,1.89253267,88.15709483,0.007996939,0.497320372,1084.338801,12.66785884,1
Karnataka,Cotton,Kharif,2020-2021,481,1.459262525,1760933.477,25.64998381,2.868701357,94.93988911,0.009376542,0.685334316,830.3189725,21.90850513,0
Haryana,Cotton,Kharif,2020-2021,419,1.331476375,2234946.603,29.99446392,0.967502567,89.47584707,0.007971928,0.500871212,143.2201924,1.670234962,1
Madhya Pradesh,Cotton,Kharif,2020-2021,530,1.894649546,1858348.046,28.17378932,1.585547408,92.94721198,0.008724507,0.766552131,1610.440432,28.91747073,1
Andhra Pradesh,Cotton,Kharif,2020-2021,450,1.311785679,1906719.628,27.86511358,3.13281777,94.36268647,0.008797627,0.45021576,1099.49299,37.78597259,0
West Bengal,Jute,Kharif,2020-2021,2643,1.793864705,1819946.581,29.00168327,1.752286422,95.72282581,0.008413114,0.739756271,536.571294,13.52292617,0
Bihar,Jute,Kharif,2020-2021,3172,1.683664756,1770280.775,28.78830991,1.202238714,95.15688122,0.008511644,0.859880312,399.1766804,10.40006941,1
Assam,Jute,Kharif,2020-2021,2108,1.975700827,1616705.483,24.26166391,0.728769186,96.71856913,0.005247164,0.893234724,941.302184,30.62061417,0
Uttar Pradesh,Sugarcane,Kharif,2020-2021,81500,1.585755773,2041307.402,24.03739511,0.945178642,93.23328644,0.007302437,0.627140025,1375.235414,24.82484627,1
Maharashtra,Sugarcane,Kharif,2020-2021,88900,1.8058334,1733783.672,27.08530434,2.30287057,94.58336616,0.009600504,0.759256908,1639.293016,39.96803848,0
Karnataka,Sugarcane,Kharif,2020-2021,95000,1.459262525,1760933.477,25.64998381,2.868701357,94.93988911,0.009376542,0.685334316,830.3189725,21.90850513,0
Gujarat,Sugarcane,Kharif,2020-2021,73687,1.072244879,1990919.546,29.24744317,3.228022366,93.23477862,0.008065167,0.509963341,531.1887773,13.4019826,0
Tamilnadu,Sugarcane,Kharif,2020-2021,102730,1.380752693,2186943.238,27.59497939,3.346421288,93.50861459,0.007037694,0.388647985,298.8963576,7.097396457,0
Bihar,Sugarcane,Kharif,2020-2021,48918,1.683664756,1770280.775,28.78830991,1.202238714,95.15688122,0.008511644,0.859880312,399.1766804,10.40006941,1
Haryana,Sugarcane,Kharif,2020-2021,86179,1.331476375,2234946.603,29.99446392,0.967502567,89.47584707,0.007971928,0.500871212,143.2201924,1.670234962,1
Punjab,Sugarcane,Kharif,2020-2021,83820,1.355923898,2319097.95,30.41514431,0.953081644,88.61282594,0.008030588,0.545087131,224.2076144,2.414358135,1
Madhya Pradesh,Sugarcane,Kharif,2020-2021,53450,1.894649546,1858348.046,28.17378932,1.585547408,92.94721198,0.008724507,0.766552131,1610.440432,28.91747073,1
Andhra Pradesh,Sugarcane,Kharif,2020-2021,74884,1.311785679,1906719.628,27.86511358,3.13281777,94.36268647,0.008797627,0.45021576,1099.49299,37.78597259,0
Gujarat,Tobacco,Rabi,2020-2021,2358,1.023354532,2177664.407,24.8718464,2.329186715,87.41226431,0.004124747,0.503006163,711.465952,1.010445715,0
Andhra Pradesh,Tobacco,Rabi,2020-2021,2176,1.254049951,2156495.849,26.37314143,2.217526927,91.59375648,0.004593793,0.42661392,1310.506786,11.64821911,0
Uttar Pradesh,Tobacco,Rabi,2020-2021,2800,1.46489648,1981124.701,14.08662695,0.803107981,90.9353416,0.004041859,0.628188803,1801.948382,7.798919677,1
Karnataka,Tobacco,Rabi,2020-2021,922,1.428698648,2213716.89,26.10702241,1.511201368,89.393565,0.006199102,0.621793093,990.02357,6.431982818,0
West Bengal,Tobacco,Rabi,2020-2021,1350,1.654442428,1877993.181,22.63667598,1.088378352,92.93634239,0.004782089,0.695483342,595.3314973,4.728946204,0
Bihar,Tobacco,Rabi,2020-2021,1756,1.521283251,1863790.148,21.30583354,0.8597034,91.92913081,0.004303201,0.815464444,425.6839232,2.091591998,1
West Bengal,Rice,Kharif,2019-2020,2851,1.793864705,1866502.48,28.91381287,1.806471746,95.17618837,0.0097922,0.691846587,487.8922771,13.16786588,0
Uttar Pradesh,Rice,Kharif,2019-2020,2704,1.585755773,2027662.796,23.99066659,0.933971773,92.86502321,0.008065304,0.630727413,1427.724047,28.82551955,1
Punjab,Rice,Kharif,2019-2020,4035,1.355923898,2282100.194,30.57095232,1.002219761,88.52445748,0.008186875,0.555484539,229.9756579,2.68979454,1
Andhra Pradesh,Rice,Kharif,2019-2020,3770,1.311785679,1943631.181,28.17705106,3.449769605,93.67069215,0.008530902,0.413411023,955.6472612,34.68800164,0
Odisha,Rice,Kharif,2019-2020,2068,1.693181672,1799954.371,27.9179293,2.755582376,95.40862546,0.009721315,0.513418636,520.2353031,21.65311505,0
Tamilnadu,Rice,Kharif,2019-2020,3764,1.380752693,2143483.47,27.86213419,3.3536747,93.08061581,0.00787047,0.359439164,258.4054708,8.422164942,0
Chhattisgarh,Rice,Kharif,2019-2020,1773,18.23886893,1700067.248,25.5054911,1.484422221,78.31861817,0.009298575,0.764338992,672.7701469,1700067.248,0.035402536
Bihar,Rice,Kharif,2019-2020,2096,1.683664756,1896645.895,29.22256247,1.595900951,93.8058131,0.009846839,0.82692341,355.7677644,10.17067677,1
Assam,Rice,Kharif,2019-2020,2243,1.975700827,1736492.983,24.09179624,0.616044154,96.35696984,0.005964025,0.883332071,927.7394814,27.40405297,0
Haryana,Rice,Kharif,2019-2020,3334,1.331476375,2191796.129,30.22489494,1.055601434,89.52271342,0.008381878,0.530214699,153.1377029,2.041062537,1
Madhya Pradesh,Rice,Kharif,2019-2020,2382,1.894649546,1750454.991,28.25162014,1.716936938,92.51063953,0.009445862,0.780050576,1683.365743,39.48636706,1
Uttar Pradesh,Wheat,Rabi,2019-2020,3432,1.465132265,2048805.204,14.55537792,0.891350382,88.68535892,0.0042643,0.607247979,1679.261256,5.270587921,1
Madhya Pradesh,Wheat,Rabi,2019-2020,2993,1.77195313,2152100.464,23.19470565,0.933423699,84.34660781,0.005593898,0.732313843,1853.790096,1.583261667,1
Punjab,Wheat,Rabi,2019-2020,5008,1.313429645,1837383.156,18.84641779,0.977511331,89.20075323,0.004821769,0.601978069,356.1770039,1.722986223,1
Haryana,Wheat,Rabi,2019-2020,4687,1.288148568,1916127.985,19.63088378,0.898658226,88.74710958,0.004987475,0.539024074,220.2644274,0.886627716,1
Rajasthan,Wheat,Rabi,2019-2020,3501,1.025783939,2078433.028,22.04377136,1.149487152,83.10312198,0.004998402,0.493570373,1449.026672,1.737019821,1
Bihar,Wheat,Rabi,2019-2020,2626,1.521544386,1964742.047,21.87407119,1.138745314,89.7799772,0.004761381,0.793555185,390.7764332,1.013043397,1
Gujarat,Wheat,Rabi,2019-2020,3155,1.023417633,2246900.442,25.11344113,2.262351565,84.3518599,0.004401083,0.44775223,626.3819401,0.075122001,0
Maharashtra,Wheat,Rabi,2019-2020,1657,1.720156807,2267114.233,26.10587279,1.391888191,84.87789933,0.005941367,0.651208265,1732.377364,1.782761308,0
West Bengal,Wheat,Rabi,2019-2020,3100,1.65429577,1973846.349,23.12614349,1.22657429,91.26381203,0.004996736,0.66433579,536.1262422,2.864993121,0
Rajasthan,Cereals,Kharif,2019-2020,1188,1.083038448,2160731.142,30.73647379,1.882617213,88.48869302,0.008327484,0.503378122,1140.453074,17.99709753,1
Karnataka,Cereals,Kharif,2019-2020,2063,1.459262525,1817677.725,25.9980575,3.210838089,94.17721139,0.009849119,0.606983537,715.7261933,21.19853613,0
Madhya Pradesh,Cereals,Kharif,2019-2020,2618,1.894649546,1750454.991,28.25162014,1.716936938,92.51063953,0.009445862,0.780050576,1683.365743,39.48636706,1
Maharashtra,Cereals,Kharif,2019-2020,1090,1.8058334,1745513.271,27.44021106,2.785287738,93.52035229,0.010140478,0.717542684,1522.972577,40.66965546,0
Uttar Pradesh,Cereals,Kharif,2019-2020,2252,1.585755773,2027662.796,23.99066659,0.933971773,92.86502321,0.008065304,0.630727413,1427.724047,28.82551955,1
Tamilnadu,Cereals,Kharif,2019-2020,3466,1.380752693,2143483.47,27.86213419,3.3536747,93.08061581,0.00787047,0.359439164,258.4054708,8.422164942,0
Andhra Pradesh,Cereals,Kharif,2019-2020,4771,1.311785679,1943631.181,28.17705106,3.449769605,93.67069215,0.008530902,0.413411023,955.6472612,34.68800164,0
Bihar,Cereals,Kharif,2019-2020,3008,1.683664756,1896645.895,29.22256247,1.595900951,93.8058131,0.009846839,0.82692341,355.7677644,10.17067677,1
Gujarat,Cereals,Kharif,2019-2020,1904,1.072244879,1903913.881,29.05676744,3.591073868,93.34007872,0.008393658,0.498009372,535.645691,14.67091585,0
West Bengal,Cereals,Kharif,2019-2020,5328,1.793864705,1866502.48,28.91381287,1.806471746,95.17618837,0.0097922,0.691846587,487.8922771,13.16786588,0
Haryana,Cereals,Kharif,2019-2020,2031,1.331476375,2191796.129,30.22489494,1.055601434,89.52271342,0.008381878,0.530214699,153.1377029,2.041062537,1
Maharashtra,Jowar,Kharif,2019-2020,826,1.8058334,1745513.271,27.44021106,2.785287738,93.52035229,0.010140478,0.717542684,1522.972577,40.66965546,0
Karnataka,Jowar,Kharif,2019-2020,1268,1.459262525,1817677.725,25.9980575,3.210838089,94.17721139,0.009849119,0.606983537,715.7261933,21.19853613,0
Tamilnadu,Jowar,Kharif,2019-2020,1048,1.380752693,2143483.47,27.86213419,3.3536747,93.08061581,0.00787047,0.359439164,258.4054708,8.422164942,0
Rajasthan,Jowar,Kharif,2019-2020,709,1.083038448,2160731.142,30.73647379,1.882617213,88.48869302,0.008327484,0.503378122,1140.453074,17.99709753,1
Andhra Pradesh,Jowar,Kharif,2019-2020,2377,1.311785679,1943631.181,28.17705106,3.449769605,93.67069215,0.008530902,0.413411023,955.6472612,34.68800164,0
Uttar Pradesh,Jowar,Kharif,2019-2020,1349,1.585755773,2027662.796,23.99066659,0.933971773,92.86502321,0.008065304,0.630727413,1427.724047,28.82551955,1
Madhya Pradesh,Jowar,Kharif,2019-2020,1494,1.894649546,1750454.991,28.25162014,1.716936938,92.51063953,0.009445862,0.780050576,1683.365743,39.48636706,1
Gujarat,Jowar,Kharif,2019-2020,1369,1.072244879,1903913.881,29.05676744,3.591073868,93.34007872,0.008393658,0.498009372,535.645691,14.67091585,0
Rajasthan,Bajra,Kharif,2019-2020,1093,1.083038448,2160731.142,30.73647379,1.882617213,88.48869302,0.008327484,0.503378122,1140.453074,17.99709753,1
Uttar Pradesh,Bajra,Kharif,2019-2020,2115,1.585755773,2027662.796,23.99066659,0.933971773,92.86502321,0.008065304,0.630727413,1427.724047,28.82551955,1
Haryana,Bajra,Kharif,2019-2020,2068,1.331476375,2191796.129,30.22489494,1.055601434,89.52271342,0.008381878,0.530214699,153.1377029,2.041062537,1
Gujarat,Bajra,Kharif,2019-2020,2098,1.072244879,1903913.881,29.05676744,3.591073868,93.34007872,0.008393658,0.498009372,535.645691,14.67091585,0
Madhya Pradesh,Bajra,Kharif,2019-2020,2219,1.894649546,1750454.991,28.25162014,1.716936938,92.51063953,0.009445862,0.780050576,1683.365743,39.48636706,1
Maharashtra,Bajra,Kharif,2019-2020,767,1.8058334,1745513.271,27.44021106,2.785287738,93.52035229,0.010140478,0.717542684,1522.972577,40.66965546,0
Karnataka,Bajra,Kharif,2019-2020,1167,1.459262525,1817677.725,25.9980575,3.210838089,94.17721139,0.009849119,0.606983537,715.7261933,21.19853613,0
Karnataka,Maize,Kharif,2019-2020,2839,1.459262525,1817677.725,25.9980575,3.210838089,94.17721139,0.009849119,0.606983537,715.7261933,21.19853613,0
Madhya Pradesh,Maize,Kharif,2019-2020,2921,1.894649546,1750454.991,28.25162014,1.716936938,92.51063953,0.009445862,0.780050576,1683.365743,39.48636706,1
Tamilnadu,Maize,Kharif,2019-2020,7036,1.380752693,2143483.47,27.86213419,3.3536747,93.08061581,0.00787047,0.359439164,258.4054708,8.422164942,0
Maharashtra,Maize,Kharif,2019-2020,1767,1.8058334,1745513.271,27.44021106,2.785287738,93.52035229,0.010140478,0.717542684,1522.972577,40.66965546,0
Andhra Pradesh,Maize,Kharif,2019-2020,6764,1.311785679,1943631.181,28.17705106,3.449769605,93.67069215,0.008530902,0.413411023,955.6472612,34.68800164,0
Bihar,Maize,Kharif,2019-2020,3083,1.683664756,1896645.895,29.22256247,1.595900951,93.8058131,0.009846839,0.82692341,355.7677644,10.17067677,1
Uttar Pradesh,Maize,Kharif,2019-2020,2448,1.585755773,2027662.796,23.99066659,0.933971773,92.86502321,0.008065304,0.630727413,1427.724047,28.82551955,1
West Bengal,Maize,Kharif,2019-2020,5476,1.793864705,1866502.48,28.91381287,1.806471746,95.17618837,0.0097922,0.691846587,487.8922771,13.16786588,0
Rajasthan,Maize,Kharif,2019-2020,1355,1.083038448,2160731.142,30.73647379,1.882617213,88.48869302,0.008327484,0.503378122,1140.453074,17.99709753,1
Rajasthan,Gram,Rabi,2019-2020,1080,1.025783939,2078433.028,22.04377136,1.149487152,83.10312198,0.004998402,0.493570373,1449.026672,1.737019821,1
Maharashtra,Gram,Rabi,2019-2020,1119,1.720156807,2267114.233,26.10587279,1.391888191,84.87789933,0.005941367,0.651208265,1732.377364,1.782761308,0
Madhya Pradesh,Gram,Rabi,2019-2020,1288,1.77195313,2152100.464,23.19470565,0.933423699,84.34660781,0.005593898,0.732313843,1853.790096,1.583261667,1
Uttar Pradesh,Gram,Rabi,2019-2020,1371,1.465132265,2048805.204,14.55537792,0.891350382,88.68535892,0.0042643,0.607247979,1679.261256,5.270587921,1
Karnataka,Gram,Rabi,2019-2020,789,1.428726564,2360867.823,26.38482485,1.471016411,85.93222796,0.006241483,0.557977692,845.5165425,2.656774665,0
Gujarat,Gram,Rabi,2019-2020,1574,1.023417633,2246900.442,25.11344113,2.262351565,84.3518599,0.004401083,0.44775223,626.3819401,0.075122001,0
Andhra Pradesh,Gram,Rabi,2019-2020,1206,1.25409693,2258076.764,26.54130331,2.305317317,89.52172667,0.004882429,0.388651719,1085.769191,8.509289745,0
Jharkhand,Gram,Rabi,2019-2020,1202,1.966138228,2029508.816,22.41192375,0.940353191,88.92446445,0.005440684,0.723755429,405.6753927,1.632103606,0.5137274
Karnataka,Arhar,Kharif,2019-2020,708,1.459262525,1817677.725,25.9980575,3.210838089,94.17721139,0.009849119,0.606983537,715.7261933,21.19853613,0
Maharashtra,Arhar,Kharif,2019-2020,880,1.8058334,1745513.271,27.44021106,2.785287738,93.52035229,0.010140478,0.717542684,1522.972577,40.66965546,0
Uttar Pradesh,Arhar,Kharif,2019-2020,980,1.585755773,2027662.796,23.99066659,0.933971773,92.86502321,0.008065304,0.630727413,1427.724047,28.82551955,1
Jharkhand,Arhar,Kharif,2019-2020,1049,2.15070056,1827166.575,28.13576529,1.152066298,94.45501195,0.009899346,0.733396112,370.6378926,8.918093375,0.5137274
Gujarat,Arhar,Kharif,2019-2020,1132,1.072244879,1903913.881,29.05676744,3.591073868,93.34007872,0.008393658,0.498009372,535.645691,14.67091585,0
Madhya Pradesh,Arhar,Kharif,2019-2020,926,1.894649546,1750454.991,28.25162014,1.716936938,92.51063953,0.009445862,0.780050576,1683.365743,39.48636706,1
Odisha,Arhar,Kharif,2019-2020,1124,1.693181672,1799954.371,27.9179293,2.755582376,95.40862546,0.009721315,0.513418636,520.2353031,21.65311505,0
Andhra Pradesh,Arhar,Kharif,2019-2020,482,1.311785679,1943631.181,28.17705106,3.449769605,93.67069215,0.008530902,0.413411023,955.6472612,34.68800164,0
Uttar Pradesh,Masur,Rabi,2019-2020,978,1.465132265,2048805.204,14.55537792,0.891350382,88.68535892,0.0042643,0.607247979,1679.261256,5.270587921,1
Madhya Pradesh,Masur,Rabi,2019-2020,837,1.77195313,2152100.464,23.19470565,0.933423699,84.34660781,0.005593898,0.732313843,1853.790096,1.583261667,1
West Bengal,Masur,Rabi,2019-2020,950,1.65429577,1973846.349,23.12614349,1.22657429,91.26381203,0.004996736,0.66433579,536.1262422,2.864993121,0
Bihar,Masur,Rabi,2019-2020,793,1.521544386,1964742.047,21.87407119,1.138745314,89.7799772,0.004761381,0.793555185,390.7764332,1.013043397,1
Jharkhand,Masur,Rabi,2019-2020,867,3.392629706,2029509,21.83909424,0.856934093,70.49574279,0.009899346,0.733396112,370.6378926,1911876.882,0.5137274
Gujarat,Groundnut,Kharif,2019-2020,2749,1.072244879,1903913.881,29.05676744,3.591073868,93.34007872,0.008393658,0.498009372,535.645691,14.67091585,0
Rajasthan,Groundnut,Kharif,2019-2020,2191,1.083038448,2160731.142,30.73647379,1.882617213,88.48869302,0.008327484,0.503378122,1140.453074,17.99709753,1
Tamilnadu,Groundnut,Kharif,2019-2020,2840,1.380752693,2143483.47,27.86213419,3.3536747,93.08061581,0.00787047,0.359439164,258.4054708,8.422164942,0
Andhra Pradesh,Groundnut,Kharif,2019-2020,1282,1.311785679,1943631.181,28.17705106,3.449769605,93.67069215,0.008530902,0.413411023,955.6472612,34.68800164,0
Karnataka,Groundnut,Kharif,2019-2020,1180,1.459262525,1817677.725,25.9980575,3.210838089,94.17721139,0.009849119,0.606983537,715.7261933,21.19853613,0
Madhya Pradesh,Groundnut,Kharif,2019-2020,1587,1.894649546,1750454.991,28.25162014,1.716936938,92.51063953,0.009445862,0.780050576,1683.365743,39.48636706,1
Maharashtra,Groundnut,Kharif,2019-2020,1149,1.8058334,1745513.271,27.44021106,2.785287738,93.52035229,0.010140478,0.717542684,1522.972577,40.66965546,0
Rajasthan,Mustard,Rabi,2019-2020,1431,1.025783939,2078433.028,22.04377136,1.149487152,83.10312198,0.004998402,0.493570373,1449.026672,1.737019821,1
Haryana,Mustard,Rabi,2019-2020,1793,1.288148568,1916127.985,19.63088378,0.898658226,88.74710958,0.004987475,0.539024074,220.2644274,0.886627716,1
Uttar Pradesh,Mustard,Rabi,2019-2020,1260,1.465132265,2048805.204,14.55537792,0.891350382,88.68535892,0.0042643,0.607247979,1679.261256,5.270587921,1
Madhya Pradesh,Mustard,Rabi,2019-2020,1354,1.77195313,2152100.464,23.19470565,0.933423699,84.34660781,0.005593898,0.732313843,1853.790096,1.583261667,1
West Bengal,Mustard,Rabi,2019-2020,1250,1.65429577,1973846.349,23.12614349,1.22657429,91.26381203,0.004996736,0.66433579,536.1262422,2.864993121,0
Gujarat,Mustard,Rabi,2019-2020,2001,1.023417633,2246900.442,25.11344113,2.262351565,84.3518599,0.004401083,0.44775223,626.3819401,0.075122001,0
Assam,Mustard,Rabi,2019-2020,773,1.944145754,1766434.497,16.83023378,0.514212364,93.66680968,0.003926791,0.818686049,1073.279281,8.459926862,0
Jharkhand,Mustard,Rabi,2019-2020,642,1.966138228,2029508.816,22.41192375,0.940353191,88.92446445,0.005440684,0.723755429,405.6753927,1.632103606,0.5137274
Bihar,Mustard,Rabi,2019-2020,1187,1.521544386,1964742.047,21.87407119,1.138745314,89.7799772,0.004761381,0.793555185,390.7764332,1.013043397,1
